Date,Depth (m),Temp,O2 (mg/l),O2 (%)
20/09/2016,15,16.3,8.39,84.6
20/09/2016,16,16.3,8.28,83.5
20/09/2016,17,16.2,8.2,82.6
20/09/2016,17.5,,,
20/09/2016,18,16.2,8.07,81.1
20/09/2016,18.5,,,
20/09/2016,19,16.1,5.21,52.2
20/09/2016,19.5,,,
20/09/2016,20,15.9,0.15,1.5
25/10/2016,14,8.8,10.16,86.2
25/10/2016,15,8.8,10.14,86.1
25/10/2016,16,8.9,10.09,85.6
25/10/2016,17,8.9,10.1,85.7
25/10/2016,17.5,,,
25/10/2016,18,8.8,10.07,85.5
25/10/2016,18.5,,,
25/10/2016,19,8.9,9.97,84.7
25/10/2016,19.5,,,
25/10/2016,20,9.2,0.19,1.6
22/05/2017,14,7.6,10.28,85.7
22/05/2017,15,7.6,10.24,85.2
22/05/2017,16,7.5,10.09,84
22/05/2017,17,7.4,9.59,79.6
22/05/2017,17.5,,,
22/05/2017,18,7.4,9.44,78.3
22/05/2017,18.5,,,
22/05/2017,19,7.4,9.38,77.8
22/05/2017,19.5,,,
22/05/2017,20,7.4,0.29,2.4
31/05/2017,14,9.4,9.79,86.3
31/05/2017,15,8.8,9.28,80.8
31/05/2017,16,8.8,9.26,80.6
31/05/2017,17,8.7,9.2,79.9
31/05/2017,17.5,,,
31/05/2017,18,8.7,9.09,78.9
31/05/2017,18.5,,,
31/05/2017,19,8.7,9.08,78.8
31/05/2017,19.5,,,
31/05/2017,20,8.7,9.05,78.6
08/06/2017,14,11.6,8.83,81.1
08/06/2017,15,11.5,8.71,79.8
08/06/2017,16,11.4,8.6,78.5
08/06/2017,17,11.1,8.38,75.9
08/06/2017,17.5,,,
08/06/2017,18,11,8.35,75.6
08/06/2017,18.5,,,
08/06/2017,19,10.9,8.2,74.1
08/06/2017,19.5,,,
08/06/2017,20,10.9,7.8,70.4
12/06/2017,14,12.5,8.67,82.5
12/06/2017,15,12.4,8.53,80.9
12/06/2017,16,12.3,8.49,80.4
12/06/2017,17,11.5,7.49,69.6
12/06/2017,17.5,,,
12/06/2017,18,11.4,7.28,67.4
12/06/2017,18.5,,,
12/06/2017,19,11.1,6.71,61.8
12/06/2017,19.5,,,
12/06/2017,20,11,6.34,58.2
20/06/2017,14,13.2,7.92,76
20/06/2017,15,12.9,7.57,72.2
20/06/2017,16,12.4,6.82,64.4
20/06/2017,17,12.3,6.51,61.2
20/06/2017,17.5,,,
20/06/2017,18,12.1,6.31,59.2
20/06/2017,18.5,,,
20/06/2017,19,12,6.09,57
20/06/2017,19.5,,,
20/06/2017,20,12,6.11,57.2
27/06/2017,14,13.5,6.22,60
27/06/2017,15,13.1,5.92,56.7
27/06/2017,16,13,5.68,54.3
27/06/2017,17,12.8,5.3,50.4
27/06/2017,17.5,,,
27/06/2017,18,12.7,5.07,48.1
27/06/2017,18.5,,,
27/06/2017,19,12.7,5,47.4
27/06/2017,19.5,,,
27/06/2017,20,12.7,4.69,44.5
04/07/2017,14,14.5,5.89,58
04/07/2017,15,13.8,5.37,52.1
04/07/2017,16,13.4,4.56,43.8
04/07/2017,17,13.2,4.3,41.2
04/07/2017,17.5,,,
04/07/2017,18,13.1,4.02,38.4
04/07/2017,18.5,,,
04/07/2017,19,13.1,1.79,17.1
04/07/2017,19.5,,,
04/07/2017,20,13.1,1.97,18.8
11/07/2017,14,15.3,5.41,54.2
11/07/2017,15,14.6,4.4,43.4
11/07/2017,16,14.1,3.8,37.1
11/07/2017,17,13.2,2.62,25
11/07/2017,17.5,,,
11/07/2017,18,13,2.15,20.4
11/07/2017,18.5,,,
11/07/2017,19,12.8,1.63,15.4
11/07/2017,19.5,,,
11/07/2017,20,12.6,1.14,10.7
18/07/2017,14,15.9,4.94,49.9
18/07/2017,15,15.3,3.77,37.5
18/07/2017,16,14.7,2.8,27.5
18/07/2017,17,14,1.69,16.4
18/07/2017,17.5,,,
18/07/2017,18,13.8,1.49,14.4
18/07/2017,18.5,,,
18/07/2017,19,13.7,1.4,13.5
18/07/2017,19.5,,,
18/07/2017,20,13.4,0.64,6.2
25/07/2017,14,15.7,2.78,27.9
25/07/2017,15,14.7,1.46,14.3
25/07/2017,16,14.2,0.8,7.8
25/07/2017,17,13.8,0.23,2.2
25/07/2017,17.5,,,
25/07/2017,18,13.7,0.15,1.4
25/07/2017,18.5,,,
25/07/2017,19,13.7,0.14,1.4
25/07/2017,19.5,,,
25/07/2017,20,13.6,0.16,1.5
01/08/2017,14,16.6,3.17,32.4
01/08/2017,15,16.3,2.62,26.6
01/08/2017,16,16.1,2.25,22.6
01/08/2017,17,14.9,0.8,7.9
01/08/2017,17.5,,,
01/08/2017,18,14.3,0.15,1.5
01/08/2017,18.5,,,
01/08/2017,19,13.9,0.1,1
01/08/2017,19.5,,,
01/08/2017,20,13.7,0.09,0.8
08/08/2017,14,16.9,2.18,22.2
08/08/2017,15,16.4,1.38,13.9
08/08/2017,16,15.8,0.51,5.1
08/08/2017,17,15.5,0.25,2.5
08/08/2017,17.5,,,
08/08/2017,18,14.7,0.08,0.8
08/08/2017,18.5,,,
08/08/2017,19,14.3,0.07,0.6
08/08/2017,19.5,,,
08/08/2017,20,13.8,0.06,0.6
15/08/2017,14,17.2,1.86,19
15/08/2017,15,16.5,0.73,7.3
15/08/2017,16,15.9,0.17,1.7
15/08/2017,17,15.5,0.1,1
15/08/2017,17.5,,,
15/08/2017,18,15.1,0.07,0.7
15/08/2017,18.5,,,
15/08/2017,19,14.7,0.07,0.7
15/08/2017,19.5,,,
15/08/2017,20,14.1,0.06,0.6
21/08/2017,14,18.4,8.23,87
21/08/2017,15,18.1,6.68,70.1
21/08/2017,16,17.9,5.5,57.5
21/08/2017,17,16.2,0.18,1.8
21/08/2017,17.5,,,
21/08/2017,18,15.3,0.13,1.3
21/08/2017,18.5,,,
21/08/2017,19,15.1,0.1,1
21/08/2017,19.5,,,
21/08/2017,20,15.1,0.09,0.9
30/08/2017,14,17.6,9.31,97.8
30/08/2017,15,17.6,9.27,97.4
30/08/2017,16,17.6,9.26,97.3
30/08/2017,17,17.6,9.25,97.1
30/08/2017,17.5,,,
30/08/2017,18,17.6,9.23,96.9
30/08/2017,18.5,,,
30/08/2017,19,17.6,9.21,96.8
30/08/2017,19.5,,,
30/08/2017,20,17.6,8.95,93.9
08/05/2018,14,7.8,15.92,132.2
08/05/2018,15,7.6,15.74,130
08/05/2018,16,7,15.5,126.3
08/05/2018,17,6.3,14.8,118.7
08/05/2018,17.5,,,
08/05/2018,18,6.2,14.64,116.9
08/05/2018,18.5,,,
08/05/2018,19,6.1,14.54,116
08/05/2018,19.5,,,
08/05/2018,20,6.1,14.46,115.1
15/05/2018,14,7.7,14.1,114.6
15/05/2018,15,7.7,14.03,113.9
15/05/2018,16,7.5,13.85,112.1
15/05/2018,17,7.5,13.78,111.4
15/05/2018,17.5,,,
15/05/2018,18,7.5,13.7,110.7
15/05/2018,18.5,,,
15/05/2018,19,7.4,13.51,108.9
15/05/2018,19.5,7.4,13.02,105
15/05/2018,20,,,
21/05/2018,14,7.6,12.76,104.6
21/05/2018,15,7.5,12.73,104
21/05/2018,16,7.4,12.65,103.2
21/05/2018,17,7.4,12.55,102.2
21/05/2018,17.5,,,
21/05/2018,18,7.3,12.51,101.8
21/05/2018,18.5,,,
21/05/2018,19,7.3,12.5,101.8
21/05/2018,19.5,7.3,12.13,98.7
21/05/2018,20,,,
28/05/2018,14,8.1,11.3,93.4
28/05/2018,15,7.9,10.92,89.9
28/05/2018,16,7.8,10.83,88.8
28/05/2018,17,7.8,10.75,88.1
28/05/2018,17.5,,,
28/05/2018,18,7.7,10.62,87
28/05/2018,18.5,,,
28/05/2018,19,7.7,10.39,85
28/05/2018,19.5,,,
28/05/2018,20,7.6,10.1,82.6
07/06/2018,14,8.3,9.79,82.7
07/06/2018,15,8.1,9.41,79.1
07/06/2018,16,8.1,9.35,78.6
07/06/2018,17,7.9,8.28,69.2
07/06/2018,17.5,,,
07/06/2018,18,7.8,8.05,67.3
07/06/2018,18.5,,,
07/06/2018,19,7.8,7.96,66.5
07/06/2018,19.5,,,
07/06/2018,20,7.8,7.92,66.2
12/06/2018,14,8.7,8.72,75.5
12/06/2018,15,8.6,8.53,73.6
12/06/2018,16,8.4,8.26,70.9
12/06/2018,17,8.3,8.19,70.3
12/06/2018,17.5,,,
12/06/2018,18,8.3,8.08,69.2
12/06/2018,18.5,,,
12/06/2018,19,8.2,7.92,67.8
12/06/2018,19.5,,,
12/06/2018,20,8.2,7.85,67.2
19/06/2018,14,9.6,7.99,70.6
19/06/2018,15,9.6,7.95,70.2
19/06/2018,16,9.5,7.85,69.3
19/06/2018,17,9.5,7.82,68.9
19/06/2018,17.5,,,
19/06/2018,18,9.5,7.78,68.6
19/06/2018,18.5,,,
19/06/2018,19,9.4,7.74,68.1
19/06/2018,19.5,,,
19/06/2018,20,9.4,7.64,67.1
28/06/2018,14,12.1,6.84,62.8
28/06/2018,15,11.5,6.01,54.4
28/06/2018,16,11.1,5.34,47.9
28/06/2018,17,11,5.27,47.2
28/06/2018,17.5,,,
28/06/2018,18,10.7,4.79,42.6
28/06/2018,18.5,,,
28/06/2018,19,10.6,4.17,37
28/06/2018,19.5,,,
28/06/2018,20,10.4,3.4,30
03/07/2018,14,13.1,5.3,56.3
03/07/2018,15,12.5,5.14,48.1
03/07/2018,16,12,4.39,40.6
03/07/2018,17,11.8,4.15,38.2
03/07/2018,17.5,,,
03/07/2018,18,11.4,3.55,32.4
03/07/2018,18.5,,,
03/07/2018,19,11.4,3.52,32.1
03/07/2018,19.5,,,
03/07/2018,20,11.3,3.4,31
10/07/2018,14,14.9,5.09,49.8
10/07/2018,15,12.2,2.53,23.3
10/07/2018,16,11.8,1.77,16.2
10/07/2018,17,11.6,1.63,14.9
10/07/2018,17.5,,,
10/07/2018,18,11.5,1.35,12.2
10/07/2018,18.5,,,
10/07/2018,19,11.3,0.58,5.2
10/07/2018,19.5,,,
10/07/2018,20,11.1,0.13,1.2
17/07/2018,14,14.6,3.2,31.3
17/07/2018,15,13.1,1.59,15
17/07/2018,16,12.7,1.11,10.4
17/07/2018,17,12.1,0.41,3.8
17/07/2018,17.5,,,
17/07/2018,18,12,0.26,2.4
17/07/2018,18.5,,,
17/07/2018,19,11.6,0.08,0.8
17/07/2018,19.5,,,
17/07/2018,20,11.1,0.03,0.3
24/07/2018,14,14.3,1.48,14.4
24/07/2018,15,13.8,0.95,9.1
24/07/2018,16,13.3,0.35,3.4
24/07/2018,17,13.1,0.15,1.4
24/07/2018,17.5,,,
24/07/2018,18,12.9,0.08,0.7
24/07/2018,18.5,,,
24/07/2018,19,12.9,0.06,0.6
24/07/2018,19.5,,,
24/07/2018,20,12.7,0.05,0.5
31/07/2018,14,15.3,1.88,18.6
31/07/2018,15,15,1.18,11.6
31/07/2018,16,14.9,1.15,11.2
31/07/2018,17,14.8,1.06,10.3
31/07/2018,17.5,,,
31/07/2018,18,14.7,0.94,9.1
31/07/2018,18.5,,,
31/07/2018,19,14.7,0.8,7.7
31/07/2018,19.5,,,
31/07/2018,20,14.5,0.21,2
07/08/2018,14,15.4,0.98,9.3
07/08/2018,15,15.2,0.65,6.4
07/08/2018,16,15.1,0.52,5.1
07/08/2018,17,15,0.4,4
07/08/2018,17.5,,,
07/08/2018,18,15,0.29,2.8
07/08/2018,18.5,,,
07/08/2018,19,14.9,0.29,2.8
07/08/2018,19.5,,,
07/08/2018,20,14.9,0.19,1.9
14/08/2018,14,15.8,0.26,2.6
14/08/2018,15,15.7,0.24,2.4
14/08/2018,16,15.6,0.16,1.6
14/08/2018,17,15.5,0.08,0.8
14/08/2018,17.5,,,
14/08/2018,18,15.2,0.06,0.6
14/08/2018,18.5,,,
14/08/2018,19,15.1,0.05,0.5
14/08/2018,19.5,,,
14/08/2018,20,14.9,0.05,0.5
22/08/2018,14,15.6,0.07,0.7
22/08/2018,15,15.5,0.07,0.7
22/08/2018,16,15.5,0.07,0.7
22/08/2018,17,15.4,0.06,0.6
22/08/2018,17.5,,,
22/08/2018,18,15.2,0.06,0.6
22/08/2018,18.5,,,
22/08/2018,19,15.1,0.05,0.5
22/08/2018,19.5,,,
22/08/2018,20,14.8,0.05,0.5
28/08/2018,14,15.8,0.08,0.8
28/08/2018,15,15.7,0.07,0.7
28/08/2018,16,15.6,0.07,0.7
28/08/2018,17,15.4,0.06,0.6
28/08/2018,17.5,,,
28/08/2018,18,15.2,0.06,0.6
28/08/2018,18.5,,,
28/08/2018,19,15,0.05,0.5
28/08/2018,19.5,,,
28/08/2018,20,14.8,0.04,0.4
04/09/2018,14,15.9,0.12,1.2
04/09/2018,15,15.7,0.1,1
04/09/2018,16,15.3,0.09,0.9
04/09/2018,17,15.1,0.07,0.7
04/09/2018,17.5,,,
04/09/2018,18,14.9,0.07,0.6
04/09/2018,18.5,,,
04/09/2018,19,14.7,0.05,0.5
04/09/2018,19.5,,,
04/09/2018,20,14.3,0.04,0.5
11/09/2018,14,16,0.12,1.2
11/09/2018,15,15.7,0.09,0.9
11/09/2018,16,15.4,0.08,0.8
11/09/2018,17,15,0.07,0.7
11/09/2018,17.5,,,
11/09/2018,18,14.9,0.07,0.7
11/09/2018,18.5,,,
11/09/2018,19,14.7,0.06,0.6
11/09/2018,19.5,,,
11/09/2018,20,14.3,0.06,0.5
30/04/2019,14,6.3,12.9,103.4
30/04/2019,15,6.3,12.88,103.2
30/04/2019,16,6.2,12.85,102.8
30/04/2019,17,6.2,12.79,102.2
30/04/2019,17.5,,,
30/04/2019,18,5.9,12.32,97.7
30/04/2019,18.5,,,
30/04/2019,19,5.8,12.19,96.4
30/04/2019,19.5,,,
30/04/2019,20,5.7,12.08,95.3
14/05/2019,14,8.6,10.94,91.2
14/05/2019,15,8.4,10.85,90.2
14/05/2019,16,8.4,10.79,89.5
14/05/2019,17,8.3,10.66,88.2
14/05/2019,17.5,,,
14/05/2019,18,8.2,10.49,86.7
14/05/2019,18.5,,,
14/05/2019,19,8.1,10.32,85.1
14/05/2019,19.5,,,
14/05/2019,20,8.1,10.2,84
21/05/2019,14,8.3,9.21,78.3
21/05/2019,15,8.3,9.18,78
21/05/2019,16,8.3,9.17,77.8
21/05/2019,17,8.3,9.16,77.7
21/05/2019,17.5,,,
21/05/2019,18,8.3,9.15,77.7
21/05/2019,18.5,,,
21/05/2019,19,8.3,9.15,77.7
21/05/2019,19.5,,,
21/05/2019,20,8.3,9.13,77.5
28/05/2019,14,9.1,9.29,81.1
28/05/2019,15,9,9.23,80.5
28/05/2019,16,9,9.19,80.1
28/05/2019,17,9,9.15,79.7
28/05/2019,17.5,,,
28/05/2019,18,9,9.14,79.6
28/05/2019,18.5,,,
28/05/2019,19,8.9,9.06,78.9
28/05/2019,19.5,,,
28/05/2019,20,8.9,8.92,77.5
04/06/2019,14,11.9,8.78,80.6
04/06/2019,15,11.3,8.29,75.2
04/06/2019,16,11,8.11,73
04/06/2019,17,11,7.98,71.8
04/06/2019,17.5,,,
04/06/2019,18,10.6,7.22,64.5
04/06/2019,18.5,,,
04/06/2019,19,10.2,6.23,55
04/06/2019,19.5,,,
04/06/2019,20,9.9,5.94,52.1
12/06/2019,14,12.1,6.83,62.1
12/06/2019,15,11.9,6.45,58.7
12/06/2019,16,11.8,6.33,57.2
12/06/2019,17,11.6,5.85,52.6
12/06/2019,17.5,,,
12/06/2019,18,11.6,5.78,51.9
12/06/2019,18.5,,,
12/06/2019,19,11.5,5.51,49.4
12/06/2019,19.5,,,
12/06/2019,20,11.4,5.2,46.6
18/06/2019,14,13,5.98,56.4
18/06/2019,15,12.8,5.98,56.1
18/06/2019,16,12.5,5.92,55.2
18/06/2019,17,12.3,5.4,50.1
18/06/2019,17.5,,,
18/06/2019,18,12,4.69,43.3
18/06/2019,18.5,,,
18/06/2019,19,11.9,3.94,36.3
18/06/2019,19.5,,,
18/06/2019,20,11.8,3.19,29.2
25/06/2019,14,14,4.84,45.8
25/06/2019,15,13.5,3.75,35.1
25/06/2019,16,13,3.07,28.4
25/06/2019,17,12.9,2.96,27.4
25/06/2019,17.5,,,
25/06/2019,18,12.8,2.72,25
25/06/2019,18.5,,,
25/06/2019,19,12.6,2.36,21.6
25/06/2019,19.5,,,
25/06/2019,20,12.5,1.72,15.7
03/07/2019,14,15.9,4.52,45.7
03/07/2019,15,15.3,3.93,39.2
03/07/2019,16,14.1,2.41,23.5
03/07/2019,17,13.6,1.79,17.3
03/07/2019,17.5,,,
03/07/2019,18,13.1,1.03,9.8
03/07/2019,18.5,,,
03/07/2019,19,12.8,0.71,6.7
03/07/2019,19.5,,,
03/07/2019,20,12.6,0.34,3.2
09/07/2019,14,17,8.44,87
09/07/2019,15,16.9,8.19,84.4
09/07/2019,16,16.4,6.31,64.4
09/07/2019,17,14,0.79,7.6
09/07/2019,17.5,,,
09/07/2019,18,13.3,0.14,1.3
09/07/2019,18.5,,,
09/07/2019,19,13,0.09,0.9
09/07/2019,19.5,,,
09/07/2019,20,12.6,0.08,0.8
16/07/2019,14,17.1,8.94,92.9
16/07/2019,15,17,8.48,88
16/07/2019,16,16.6,6.47,67.7
16/07/2019,17,16.3,5.18,53
16/07/2019,17.5,,,
16/07/2019,18,14.8,1.56,15.5
16/07/2019,18.5,,,
16/07/2019,19,12.9,0.16,1.5
16/07/2019,19.5,,,
16/07/2019,20,12.6,0.13,1.2
22/07/2019,14,16.9,7.13,73.2
22/07/2019,15,16.6,5.53,56.5
22/07/2019,16,16.5,4.96,50.5
22/07/2019,17,16.4,4.61,46.9
22/07/2019,17.5,,,
22/07/2019,18,16.3,4.33,43.8
22/07/2019,18.5,,,
22/07/2019,19,13.3,0.15,1.4
22/07/2019,19.5,,,
22/07/2019,20,12.6,0.11,1
30/07/2019,14,16.7,4.05,41.3
30/07/2019,15,16.6,4,40.7
30/07/2019,16,16.6,3.77,38.3
30/07/2019,17,16.5,3.53,35.8
30/07/2019,17.5,,,
30/07/2019,18,16.4,2.79,28.3
30/07/2019,18.5,,,
30/07/2019,19,16.4,2.74,27.7
30/07/2019,19.5,,,
30/07/2019,20,16.4,2.69,27.2
06/08/2019,14,16.9,1.98,20.4
06/08/2019,15,16.8,1.98,20.4
06/08/2019,16,16.8,1.98,20.4
06/08/2019,17,16.8,1.78,18.3
06/08/2019,17.5,,,
06/08/2019,18,16.6,1,10.2
06/08/2019,18.5,,,
06/08/2019,19,16.5,0.69,7.1
06/08/2019,19.5,,,
06/08/2019,20,16.4,0.25,2.5
13/08/2019,14,16.9,0.7,7.2
13/08/2019,15,16.8,0.56,5.8
13/08/2019,16,16.8,0.48,5
13/08/2019,17,16.8,0.48,4.9
13/08/2019,17.5,,,
13/08/2019,18,16.7,0.31,3.2
13/08/2019,18.5,,,
13/08/2019,19,16.7,0.26,2.6
13/08/2019,19.5,,,
13/08/2019,20,16.7,0.2,1.9
20/08/2019,14,17.1,0.58,6
20/08/2019,15,16.8,0.21,2.2
20/08/2019,16,16.8,0.17,1.7
20/08/2019,17,16.7,0.13,1.3
20/08/2019,17.5,,,
20/08/2019,18,16.7,0.1,1
20/08/2019,18.5,,,
20/08/2019,19,16.5,0.07,0.7
20/08/2019,19.5,,,
20/08/2019,20,16.2,0.06,0.6
27/08/2019,14,17,0.14,1.5
27/08/2019,15,16.8,0.12,1.2
27/08/2019,16,16.8,0.1,1
27/08/2019,17,16.7,0.1,1
27/08/2019,17.5,,,
27/08/2019,18,16.5,0.09,0.9
27/08/2019,18.5,,,
27/08/2019,19,16.4,0.08,0.8
27/08/2019,19.5,,,
27/08/2019,20,16,0.05,0.5
03/09/2019,14,18,2.58,27
03/09/2019,15,17.7,1.46,15.2
03/09/2019,16,17.4,0.37,3.8
03/09/2019,17,16.7,0.11,1.1
03/09/2019,17.5,,,
03/09/2019,18,16.4,0.09,0.9
03/09/2019,18.5,,,
03/09/2019,19,16.1,0.07,0.7
03/09/2019,19.5,,,
03/09/2019,20,15.4,0.05,0.5
10/09/2019,14,18,5.45,57
10/09/2019,15,17.9,5.28,55
10/09/2019,16,17.5,1.91,19.9
10/09/2019,17,17,0.15,1.5
10/09/2019,17.5,,,
10/09/2019,18,16.4,0.09,0.9
10/09/2019,18.5,,,
10/09/2019,19,16.3,0.06,0.6
10/09/2019,19.5,,,
10/09/2019,20,15.6,0.04,0.4
26/05/2020,14,9.7,9.91,85.1
26/05/2020,15,9.4,8.96,76.3
26/05/2020,16,9.3,8.77,74.6
26/05/2020,17,9.2,8.4,71.3
26/05/2020,17.5,,,
26/05/2020,18,9.2,8.15,69.1
26/05/2020,18.5,,,
26/05/2020,19,9.1,7.79,65.9
26/05/2020,19.5,,,
26/05/2020,20,8.9,5.37,45.3
02/06/2020,14,9.7,8.2,71
02/06/2020,15,9.6,8.14,70.5
02/06/2020,16,9.6,8.03,69.5
02/06/2020,17,9.5,7.51,64.9
02/06/2020,17.5,,,
02/06/2020,18,9.5,7.62,65.8
02/06/2020,18.5,,,
02/06/2020,19,9.4,6.98,60.1
02/06/2020,19.5,,,
02/06/2020,20,,,
09/06/2020,14,10.2,6.89,60.6
09/06/2020,15,10.1,6.73,59
09/06/2020,16,10,6.44,56.4
09/06/2020,17,9.9,5.76,50.3
09/06/2020,17.5,,,
09/06/2020,18,9.9,5.52,48.1
09/06/2020,18.5,,,
09/06/2020,19,9.8,5.35,46.6
09/06/2020,19.5,9.8,5.05,44
09/06/2020,20,,,
15/06/2020,14,10.6,5.88,52
15/06/2020,15,10.2,5.68,50.2
15/06/2020,16,10.2,4.87,42.7
15/06/2020,17,10.2,4.77,41.9
15/06/2020,17.5,,,
15/06/2020,18,10.2,4.77,41.8
15/06/2020,18.5,,,
15/06/2020,19,10.1,4.78,41.9
15/06/2020,19.5,10.1,4.63,40.6
15/06/2020,20,,,
23/06/2020,14,10.7,4.26,37.8
23/06/2020,15,10.6,4.08,36.1
23/06/2020,16,10.5,4.01,35.4
23/06/2020,17,10.5,4,35.3
23/06/2020,17.5,,,
23/06/2020,18,10.5,3.95,34.6
23/06/2020,18.5,,,
23/06/2020,19,10.4,3.8,33.5
23/06/2020,19.5,10.4,3.42,30.2
23/06/2020,20,,,
30/06/2020,14,10.9,3.15,28.8
30/06/2020,15,10.8,3,27.3
30/06/2020,16,10.7,2.85,25.9
30/06/2020,17,10.7,2.74,24.9
30/06/2020,17.5,,,
30/06/2020,18,10.6,2.75,25
30/06/2020,18.5,,,
30/06/2020,19,10.5,2.02,18.3
30/06/2020,19.5,,,
30/06/2020,20,10.4,1.85,16.7
07/07/2020,14,11,2.43,22.3
07/07/2020,15,10.9,2.36,21.6
07/07/2020,16,10.9,2.17,19.8
07/07/2020,17,10.8,1.97,18
07/07/2020,17.5,,,
07/07/2020,18,10.6,1.71,15.6
07/07/2020,18.5,,,
07/07/2020,19,10.6,1.59,14.4
07/07/2020,19.5,,,
07/07/2020,20,10.5,1.48,13.4
14/07/2020,14,11.5,1.64,15
14/07/2020,15,11.3,1.63,14.9
14/07/2020,16,11.3,1.65,15
14/07/2020,17,11,1.02,9.3
14/07/2020,17.5,,,
14/07/2020,18,10.9,0.84,7.6
14/07/2020,18.5,,,
14/07/2020,19,10.9,0.8,7.2
14/07/2020,19.5,,,
14/07/2020,20,10.8,0.11,1
24/07/2020,14,12.1,0.77,7.2
24/07/2020,15,11.9,0.8,7.5
24/07/2020,16,11.7,0.68,6.3
24/07/2020,17,11.5,0.44,4
24/07/2020,17.5,,,
24/07/2020,18,11.4,0.37,3.4
24/07/2020,18.5,,,
24/07/2020,19,11.4,0.34,3.2
24/07/2020,19.5,,,
24/07/2020,20,11.3,0.27,2.5
28/07/2020,14,12.1,0.33,3.1
28/07/2020,15,12,0.3,2.7
28/07/2020,16,11.9,0.28,2.6
28/07/2020,17,11.9,0.25,2.3
28/07/2020,17.5,,,
28/07/2020,18,11.8,0.22,2
28/07/2020,18.5,,,
28/07/2020,19,11.6,0.11,1
28/07/2020,19.5,,,
28/07/2020,20,11.5,0.07,0.6
04/08/2020,14,12.6,0.26,2.4
04/08/2020,15,12.5,0.21,2
04/08/2020,16,12.4,0.19,1.8
04/08/2020,17,12.2,0.11,1
04/08/2020,17.5,,,
04/08/2020,18,12.1,0.09,0.8
04/08/2020,18.5,,,
04/08/2020,19,12,0.08,0.8
04/08/2020,19.5,,,
04/08/2020,20,12,0.07,0.7
11/08/2020,14,13,0.14,1.3
11/08/2020,15,12.8,0.11,1
11/08/2020,16,12.8,0.1,0.9
11/08/2020,17,12.6,0.09,0.9
11/08/2020,17.5,,,
11/08/2020,18,12.4,0.09,0.8
11/08/2020,18.5,,,
11/08/2020,19,12.4,0.09,0.8
11/08/2020,19.5,,,
11/08/2020,20,12.2,0.07,0.7
18/08/2020,14,13.1,0.12,1.2
18/08/2020,15,12.9,0.1,0.9
18/08/2020,16,12.8,0.09,0.9
18/08/2020,17,12.6,0.08,0.8
18/08/2020,17.5,,,
18/08/2020,18,12.5,0.08,0.7
18/08/2020,18.5,,,
18/08/2020,19,12.4,0.08,0.7
18/08/2020,19.5,,,
18/08/2020,20,12,0.06,0.5
25/08/2020,14,14.3,0.11,1.1
25/08/2020,15,14.2,0.09,0.9
25/08/2020,16,13,0.09,0.9
25/08/2020,17,12.8,0.09,0.8
25/08/2020,17.5,,,
25/08/2020,18,12.7,0.09,0.8
25/08/2020,18.5,,,
25/08/2020,19,12.6,0.08,0.8
25/08/2020,19.5,,,
25/08/2020,20,12.5,0.07,0.7
01/09/2020,14,13.7,0.13,1.2
01/09/2020,16,13.5,0.11,1
01/09/2020,17,13.1,0.1,0.9
01/09/2020,17.5,,,
01/09/2020,18,12.9,0.1,0.9
01/09/2020,18.5,,,
01/09/2020,19,12.8,0.09,0.9
01/09/2020,19.5,,,
01/09/2020,20,12.6,0.09,0.8
08/09/2020,14,13.6,0.15,1.5
08/09/2020,15,13.3,0.13,1.3
08/09/2020,16,13.1,0.12,1.2
08/09/2020,17,12.9,0.11,1.1
08/09/2020,17.5,,,
08/09/2020,18,12.8,0.11,1
08/09/2020,18.5,,,
08/09/2020,19,12.7,0.1,1
08/09/2020,19.5,,,
08/09/2020,20,12.5,0.09,0.9
15/09/2020,14,15.4,9.04,89.8
15/09/2020,15,15.4,9.02,89.5
15/09/2020,16,15.3,8.54,84.6
15/09/2020,17,15.2,7.85,77.6
15/09/2020,17.5,,,
15/09/2020,18,15.2,7.7,76
15/09/2020,18.5,,,
15/09/2020,19,15,7.3,71.9
15/09/2020,19.5,,,
15/09/2020,20,14.6,3.69,36
18/05/2021,14,7.5,10.83,90.5
18/05/2021,15,7.2,10.54,87.6
18/05/2021,16,7,10.33,85.3
18/05/2021,17,6.9,10.26,84.6
18/05/2021,17.5,,,
18/05/2021,18,6.9,10.04,82.8
18/05/2021,18.5,,,
18/05/2021,19,6.9,9.98,82.3
18/05/2021,19.5,,,
18/05/2021,20,6.9,9.91,81.6
25/05/2021,14,7.6,9.44,78.1
25/05/2021,15,7.4,9.22,76
25/05/2021,16,7.3,8.88,73
25/05/2021,17,7.3,8.89,73
25/05/2021,17.5,,,
25/05/2021,18,7.2,8.89,72.9
25/05/2021,18.5,,,
25/05/2021,19,7.2,8.86,72.7
25/05/2021,19.5,,,
25/05/2021,20,7.3,8.74,71.7
01/06/2021,14,9.1,8.98,76.6
01/06/2021,15,8.8,8.74,74.1
01/06/2021,16,8.8,8.61,72.9
01/06/2021,17,8.6,8.66,73.1
01/06/2021,17.5,,,
01/06/2021,18,8.5,8.21,69.1
01/06/2021,18.5,,,
01/06/2021,19,8.5,7.99,67.1
01/06/2021,19.5,8.5,7.79,65.3
01/06/2021,20,,,
08/06/2021,14,9.1,8.08,69.4
08/06/2021,15,8.9,7.53,64.5
08/06/2021,16,8.8,6.94,59.3
