Date,Depth (m),Temp,O2 (mg/l),O2 (%)
08/06/2021,17,8.8,6.7,57.1
08/06/2021,17.5,,,
08/06/2021,18,8.8,6.49,55.2
08/06/2021,18.5,,,
08/06/2021,19,8.7,6.36,54.1
08/06/2021,19.5,8.7,6.18,52.7
08/06/2021,20,,,
15/06/2021,14,9.9,7.85,69.3
15/06/2021,15,9.7,7.59,66.7
15/06/2021,16,9.5,7.39,64.7
15/06/2021,17,9.4,7.16,62.6
15/06/2021,17.5,,,
15/06/2021,18,9.3,7.01,61.2
15/06/2021,18.5,,,
15/06/2021,19,9.2,6.43,55.8
15/06/2021,19.5,,,
15/06/2021,20,9.1,6.12,53.1
22/06/2021,14,10.1,6.24,55.5
22/06/2021,15,10,6.16,54.7
22/06/2021,16,10,6.15,54.5
22/06/2021,17,9.9,6.1,54
22/06/2021,17.5,,,
22/06/2021,18,9.9,6.03,53.4
22/06/2021,18.5,,,
22/06/2021,19,9.8,5.7,50.4
22/06/2021,19.5,9.7,5.04,44.4
22/06/2021,20,,,
29/06/2021,14,10.4,4.92,44
29/06/2021,15,10.3,4.95,44.1
29/06/2021,16,10.1,4.42,39.2
29/06/2021,17,10,4.35,38.5
29/06/2021,17.5,,,
29/06/2021,18,9.9,4.02,35.6
29/06/2021,18.5,,,
29/06/2021,19,9.8,3.45,30.4
29/06/2021,19.5,9.8,3.28,28.9
29/06/2021,20,,,
06/07/2021,14,10.5,4.39,39.5
06/07/2021,15,10.4,4.03,36.1
06/07/2021,16,10.2,3.43,30.6
06/07/2021,17,10.1,3.31,29.4
06/07/2021,17.5,,,
06/07/2021,18,9.9,2.72,24.1
06/07/2021,18.5,,,
06/07/2021,19,9.9,2.6,23
06/07/2021,19.5,9.9,2.49,22
06/07/2021,20,,,
13/07/2021,14,10.8,3.65,32.8
13/07/2021,15,10.5,3.23,28.7
13/07/2021,16,10.3,2.51,22.3
13/07/2021,17,10,2.32,20.5
13/07/2021,17.5,,,
13/07/2021,18,10,1.8,15.9
13/07/2021,18.5,,,
13/07/2021,19,10,1.72,15.1
13/07/2021,19.5,10,1.51,13.8
13/07/2021,20,,,
21/07/2021,14,10.8,1.9,16.9
21/07/2021,15,10.7,1.97,17.6
21/07/2021,16,10.5,1.37,12.1
21/07/2021,17,10.4,1.21,10.8
21/07/2021,17.5,,,
21/07/2021,18,10.3,0.83,7.3
21/07/2021,18.5,,,
21/07/2021,19,10.3,0.73,6.5
21/07/2021,19.5,,,
21/07/2021,20,10.3,0.71,6.2
27/07/2021,14,10.6,1.16,10.4
27/07/2021,15,10.5,0.79,7
27/07/2021,16,10.4,0.71,6.3
27/07/2021,17,10.4,0.67,5.9
27/07/2021,17.5,,,
27/07/2021,18,10.3,0.39,3.4
27/07/2021,18.5,,,
27/07/2021,19,10.2,0.24,2.1
27/07/2021,19.5,,,
27/07/2021,20,10.2,0.05,0.5
03/08/2021,14,10.7,0.28,2.6
03/08/2021,15,10.6,0.19,1.7
03/08/2021,16,10.5,0.17,1.5
03/08/2021,17,10.4,0.18,1.6
03/08/2021,17.5,,,
03/08/2021,18,10.3,0.08,0.7
03/08/2021,18.5,,,
03/08/2021,19,10.3,0.06,0.5
03/08/2021,19.5,,,
03/08/2021,20,10.3,0.05,0.5
10/08/2021,14,11.6,0.39,3.5
10/08/2021,15,11.5,0.31,2.8
10/08/2021,16,11.3,0.23,2.1
10/08/2021,17,11.3,0.2,1.8
10/08/2021,17.5,,,
10/08/2021,18,11.2,0.19,1.7
10/08/2021,18.5,,,
10/08/2021,19,11,0.08,0.8
10/08/2021,19.5,,,
10/08/2021,20,10.9,0.06,0.5
17/08/2021,14,11.9,0.1,0.9
17/08/2021,15,11.7,0.07,0.7
17/08/2021,16,11.5,0.05,0.5
17/08/2021,17,11.4,0.06,0.5
17/08/2021,17.5,,,
17/08/2021,18,11.4,0.04,0.3
17/08/2021,18.5,,,
17/08/2021,19,11.3,0.04,0.3
17/08/2021,19.5,,,
17/08/2021,20,11.2,0.03,0.2
24/08/2021,14,12,0.07,0.7
24/08/2021,15,11.7,0.06,0.6
24/08/2021,16,11.7,0.06,0.6
24/08/2021,17,11.6,0.06,0.6
24/08/2021,17.5,,,
24/08/2021,18,11.4,0.06,0.5
24/08/2021,18.5,,,
24/08/2021,19,11.4,0.06,0.5
24/08/2021,19.5,,,
24/08/2021,20,11.2,0.04,0.4
31/08/2021,14,12.2,0.13,1.2
31/08/2021,15,12,0.1,0.9
31/08/2021,16,11.8,0.09,0.8
31/08/2021,17,11.7,0.08,0.7
31/08/2021,17.5,,,
31/08/2021,18,11.6,0.07,0.6
31/08/2021,18.5,,,
31/08/2021,19,11.5,0.07,0.6
31/08/2021,19.5,,,
31/08/2021,20,11.5,0.05,0.5
07/09/2021,14,15,8.45,82.6
07/09/2021,15,13.8,3.67,35
07/09/2021,16,12.1,0.17,1.5
07/09/2021,17,11.7,0.13,1.2
07/09/2021,17.5,,,
07/09/2021,18,11.5,0.12,1.1
07/09/2021,18.5,,,
07/09/2021,19,11.4,0.1,0.9
07/09/2021,19.5,,,
07/09/2021,20,11.3,0.08,0.8
14/09/2021,14,14.6,8.45,83.1
14/09/2021,15,13.8,4.87,47.2
14/09/2021,16,12.9,2.22,21
14/09/2021,17,11.6,0.16,1.5
14/09/2021,17.5,,,
14/09/2021,18,11,0.12,1.1
14/09/2021,18.5,,,
14/09/2021,19,10.8,0.1,0.9
14/09/2021,19.5,,,
14/09/2021,20,10.7,0.08,0.7
21/09/2021,14,13.2,8.43,79.8
21/09/2021,15,13.2,8.42,79.7
21/09/2021,16,13.2,8.41,79.6
21/09/2021,17,13.1,8.44,79.8
21/09/2021,17.5,,,
21/09/2021,18,11.7,1.33,12.1
21/09/2021,18.5,,,
21/09/2021,19,10.8,0.16,1.5
21/09/2021,19.5,,,
21/09/2021,20,10.7,0.11,1
17/05/2022,14,10.2,10.63,92.7
17/05/2022,15,10.1,10.36,90.1
17/05/2022,16,10.1,10.36,90
17/05/2022,17,10.1,10.31,89.6
17/05/2022,17.5,,,
17/05/2022,18,10.1,10.27,89.2
17/05/2022,18.5,,,
17/05/2022,19,10.1,10.23,88.8
17/05/2022,19.5,10.1,10.12,87.9
17/05/2022,20,,,
23/05/2022,14,10.9,10.07,90.3
23/05/2022,15,10.9,9.95,89.1
23/05/2022,16,10.8,9.72,86.9
23/05/2022,17,10.8,9.67,86.5
23/05/2022,17.5,,,
23/05/2022,18,10.8,9.68,86.5
23/05/2022,18.5,,,
23/05/2022,19,10.7,9.35,83.3
23/05/2022,19.5,10.7,9.01,80.3
23/05/2022,20,,,
01/06/2022,14,11.7,9.25,84.7
01/06/2022,15,11.5,9,82
01/06/2022,16,11.1,8.46,76.4
01/06/2022,17,11,8.03,72.3
01/06/2022,17.5,,,
01/06/2022,18,10.9,7.96,71.6
01/06/2022,18.5,,,
01/06/2022,19,10.9,7.94,71.4
01/06/2022,19.5,,,
01/06/2022,20,10.8,7.67,68.8
07/06/2022,14,12.2,8.33,76.9
07/06/2022,15,11.9,7.89,72.4
07/06/2022,16,11.7,7.69,70.4
07/06/2022,17,11.5,7.34,66.8
07/06/2022,17.5,,,
07/06/2022,18,11.5,7.04,64
07/06/2022,18.5,,,
07/06/2022,19,11.4,6.82,61.9
07/06/2022,19.5,,,
07/06/2022,20,11.4,6.67,60.6
14/06/2022,14,12.3,6.88,64.2
14/06/2022,15,12.2,6.84,63.7
14/06/2022,16,12.2,6.79,63.2
14/06/2022,17,12.2,6.73,62.6
14/06/2022,17.5,,,
14/06/2022,18,12.1,6.66,61.9
14/06/2022,18.5,,,
14/06/2022,19,12,6.29,58.4
14/06/2022,19.5,,,
14/06/2022,20,12,6.18,57.3
21/06/2022,14,12.8,6.32,59.9
21/06/2022,15,12.6,6,56.5
21/06/2022,16,12.4,5.64,53
21/06/2022,17,12.3,5.17,48.4
21/06/2022,17.5,,,
21/06/2022,18,12.1,4.28,39.8
21/06/2022,18.5,,,
21/06/2022,19,12,3.92,36.5
21/06/2022,19.5,,,
21/06/2022,20,11.9,3.32,30.8
28/06/2022,14,12.8,4.87,45.8
28/06/2022,15,12.6,4.4,41.1
28/06/2022,16,12.5,4.22,39.4
28/06/2022,17,12.5,4.03,37.5
28/06/2022,17.5,,,
28/06/2022,18,12.5,4,37.2
28/06/2022,18.5,,,
28/06/2022,19,12.4,3.88,36
28/06/2022,19.5,12.4,3.48,32.3
28/06/2022,20,,,
05/07/2022,14,13.1,3.51,33.3
05/07/2022,15,12.9,3.45,32.7
05/07/2022,16,12.8,3.28,31
05/07/2022,17,12.8,3.19,30.1
05/07/2022,17.5,,,
05/07/2022,18,12.7,3.05,28.7
05/07/2022,18.5,,,
05/07/2022,19,12.7,2.63,24.8
05/07/2022,19.5,,,
05/07/2022,20,12.5,0.88,8.2
12/07/2022,14,12.9,2.25,21.3
12/07/2022,15,12.8,2.19,20.6
12/07/2022,16,12.8,2.02,19
12/07/2022,17,12.7,1.86,17.5
12/07/2022,17.5,,,
12/07/2022,18,12.7,1.78,16.7
12/07/2022,18.5,,,
12/07/2022,19,12.6,1.75,16.4
12/07/2022,19.5,,,
12/07/2022,20,12.5,0.73,6.8
19/07/2022,14,13.6,1.75,16.7
19/07/2022,15,13.4,1.48,14.1
19/07/2022,16,13.2,1.11,10.5
19/07/2022,17,13.1,1.04,9.9
19/07/2022,17.5,,,
19/07/2022,18,12,0.89,8.5
19/07/2022,18.5,,,
19/07/2022,19,12,0.84,8
19/07/2022,19.5,,,
19/07/2022,20,12,0.73,6.9
02/08/2022,14,13.7,0.28,2.7
02/08/2022,15,13.3,0.1,1
02/08/2022,16,13.2,0.08,0.8
02/08/2022,17,13.1,0.07,0.7
02/08/2022,17.5,,,
02/08/2022,18,13,0.07,0.7
02/08/2022,18.5,,,
02/08/2022,19,12.9,0.07,0.6
02/08/2022,19.5,,,
02/08/2022,20,12.8,0.06,0.6
09/08/2022,14,14.3,0.16,1.6
09/08/2022,15,14,0.1,1
09/08/2022,16,13.8,0.09,0.8
09/08/2022,17,13.7,0.08,0.8
09/08/2022,17.5,,,
09/08/2022,18,13.5,0.07,0.7
09/08/2022,18.5,,,
09/08/2022,19,13.5,0.08,0.7
09/08/2022,19.5,,,
09/08/2022,20,13.2,0.06,0.6
16/08/2022,14,14.3,0.07,0.7
16/08/2022,15,14.1,0.07,0.6
16/08/2022,16,13.8,0.06,0.6
16/08/2022,17,13.7,0.06,0.6
16/08/2022,17.5,,,
16/08/2022,18,13.6,0.06,0.6
16/08/2022,18.5,,,
16/08/2022,19,13.5,0.05,0.5
16/08/2022,19.5,,,
16/08/2022,20,13.2,0.04,0.4
23/08/2022,14,14.8,0.08,0.8
23/08/2022,15,14.7,0.08,0.7
23/08/2022,16,14.4,0.07,0.6
23/08/2022,17,14.4,0.07,0.7
23/08/2022,17.5,,,
23/08/2022,18,14.2,0.07,0.6
23/08/2022,18.5,,,
23/08/2022,19,14,0.06,0.6
23/08/2022,19.5,,,
23/08/2022,20,13.9,0.05,0.5
30/08/2022,14,14.9,0.13,1.3
30/08/2022,15,14.6,0.09,0.9
30/08/2022,16,14.4,0.08,0.8
30/08/2022,17,14.3,0.08,0.7
30/08/2022,17.5,,,
30/08/2022,18,14.2,0.07,0.7
30/08/2022,18.5,,,
30/08/2022,19,14.2,0.07,0.6
30/08/2022,19.5,,,
30/08/2022,20,14,0.05,0.5
06/09/2022,14,14.8,0.18,1.7
06/09/2022,15,14.4,0.13,1.3
06/09/2022,16,14.1,0.11,1.1
06/09/2022,17,13.9,0.1,1
06/09/2022,17.5,,,
06/09/2022,18,13.8,0.09,0.9
06/09/2022,18.5,,,
06/09/2022,19,13.7,0.09,0.9
06/09/2022,19.5,,,
06/09/2022,20,13.4,0.08,0.8
13/09/2022,14,15.4,6.1,61.9
13/09/2022,15,14.4,0.21,2.1
13/09/2022,16,14,0.15,1.5
13/09/2022,17,13.8,0.11,1.1
13/09/2022,17.5,,,
13/09/2022,18,13.4,0.11,1.1
13/09/2022,18.5,,,
13/09/2022,19,13.5,0.09,0.9
13/09/2022,19.5,,,
13/09/2022,20,13.4,0.07,0.7
27/09/2022,14,13.9,8.58,83.9
27/09/2022,15,13.9,8.61,84.2
27/09/2022,16,13.9,8.56,83.7
27/09/2022,17,13.9,8.56,83.7
27/09/2022,17.5,,,
27/09/2022,18,13.9,8.53,83.4
27/09/2022,18.5,,,
27/09/2022,19,13.8,7.1,69.3
27/09/2022,19.5,13.7,3.89,37.8
27/09/2022,20,,,
09/05/2023,14,7.1,12.5,101.7
09/05/2023,15,7,12.43,100.9
09/05/2023,16,6.8,12.26,99.1
09/05/2023,17,6.6,12.2,98
09/05/2023,17.5,,,
09/05/2023,18,6.5,12.19,97.8
09/05/2023,18.5,,,
09/05/2023,19,6.5,12.14,97.3
09/05/2023,19.5,,,
09/05/2023,20,6.5,12.05,96.5
16/05/2023,14,7.2,11,91.3
16/05/2023,15,7.1,10.66,88.2
16/05/2023,16,7.1,10.5,86.9
16/05/2023,17,7.1,10.47,86.6
16/05/2023,17.5,,,
16/05/2023,18,7.1,10.46,86.5
16/05/2023,18.5,,,
16/05/2023,19,7.1,10.42,86.2
16/05/2023,19.5,,,
16/05/2023,20,7.1,10.24,84.7
23/05/2023,14,8.4,10.38,87.9
23/05/2023,15,8.3,10.33,87.3
23/05/2023,16,8.2,10,84.3
23/05/2023,17,8.1,9.65,81.2
23/05/2023,17.5,,,
23/05/2023,18,7.9,9.28,77.8
23/05/2023,18.5,,,
23/05/2023,19,7.9,9.14,76.5
23/05/2023,19.5,,8.75,73.1
23/05/2023,20,7.8,,
30/05/2023,14,9,8.96,76.5
30/05/2023,15,9,8.92,76
30/05/2023,16,8.9,8.88,75.4
30/05/2023,17,8.8,8.79,74.6
30/05/2023,17.5,,,
30/05/2023,18,8.7,8.6,72.9
30/05/2023,18.5,,,
30/05/2023,19,8.7,8.31,70.3
30/05/2023,19.5,,,
30/05/2023,20,8.7,8.03,67.9
07/06/2023,14,9.8,8.04,70
07/06/2023,15,9.6,7.93,68.6
07/06/2023,16,9.4,7.69,66.3
07/06/2023,17,9.2,7.49,64.3
07/06/2023,17.5,,,
07/06/2023,18,9.1,7.19,61.6
07/06/2023,18.5,,,
07/06/2023,19,9,6.86,58.6
07/06/2023,19.5,,,
07/06/2023,20,9,6.51,55.6
13/06/2023,14,10,7.46,65.3
13/06/2023,15,9.7,7.1,61.7
13/06/2023,16,9.6,6.87,59.4
13/06/2023,17,9.5,6.85,59.2
13/06/2023,17.5,,,
13/06/2023,18,9.4,6.68,57.6
13/06/2023,18.5,,,
13/06/2023,19,9.3,6.43,55.3
13/06/2023,19.5,9.3,6.22,53.5
13/06/2023,20,,,
20/06/2023,14,10.1,6.05,53.2
20/06/2023,15,9.9,6.01,52.7
20/06/2023,16,9.8,5.85,51.2
20/06/2023,17,9.7,5.72,49.9
20/06/2023,17.5,,,
20/06/2023,18,9.6,5.42,47.2
20/06/2023,18.5,,,
20/06/2023,19,9.6,5.15,44.8
20/06/2023,19.5,,,
20/06/2023,20,9.5,4.9,42.6
27/06/2023,14,10.7,5.09,45.8
27/06/2023,15,10.5,5.14,46.2
27/06/2023,16,10.4,4.98,44.6
27/06/2023,17,10.3,4.6,41.1
27/06/2023,17.5,,,
27/06/2023,18,10.3,4.6,41
27/06/2023,18.5,,,
27/06/2023,19,10.2,4.45,39.7
27/06/2023,19.5,10.2,2.66,23.7
27/06/2023,20,,,
04/07/2023,14,11.1,4.47,41.1
04/07/2023,15,11,4.29,39.3
04/07/2023,16,10.9,4.23,38.3
04/07/2023,17,10.8,4.05,37
04/07/2023,17.5,,,
04/07/2023,18,10.7,3.92,35.7
04/07/2023,18.5,,,
04/07/2023,19,10.7,3.79,34.5
04/07/2023,19.5,,,
04/07/2023,20,10.7,3.75,34.1
11/07/2023,14,11.2,3.24,29.2
11/07/2023,15,11,2.95,26.5
11/07/2023,16,10.9,2.75,24.6
11/07/2023,17,10.9,2.48,22.2
11/07/2023,17.5,,,
11/07/2023,18,10.8,2.42,21.7
11/07/2023,18.5,,,
11/07/2023,19,10.7,2.31,20.6
11/07/2023,19.5,,,
11/07/2023,20,10.7,1.98,17.6
18/07/2023,14,11.6,2.59,23.9
18/07/2023,15,11.4,2.34,21.6
18/07/2023,16,11.4,2.31,21.2
18/07/2023,17,11.3,2.16,19.8
18/07/2023,17.5,,,
18/07/2023,18,11.2,1.86,17.1
18/07/2023,18.5,,,
18/07/2023,19,11.2,1.83,16.7
18/07/2023,19.5,,,
18/07/2023,20,11.1,1.75,16
01/08/2023,14,11.7,1.12,10.5
01/08/2023,15,11.5,0.87,8.1
01/08/2023,16,11.4,0.82,7.7
01/08/2023,17,11.3,0.67,6.2
01/08/2023,17.5,,,
01/08/2023,18,11.3,0.62,5.8
01/08/2023,18.5,,,
01/08/2023,19,11.1,0.4,3.7
01/08/2023,19.5,11.1,0.32,3
01/08/2023,20,,,
08/08/2023,14,12,0.54,5.1
08/08/2023,15,11.8,0.37,3.5
08/08/2023,16,11.7,0.26,2.4
08/08/2023,17,11.6,0.21,2
08/08/2023,17.5,,,
08/08/2023,18,11.5,0.13,1.2
08/08/2023,18.5,,,
08/08/2023,19,11.4,0.07,0.7
08/08/2023,19.5,,,
08/08/2023,20,11.3,0.01,0.1
15/08/2023,14,12.1,0.05,0.5
15/08/2023,15,11.9,0.05,0.4
15/08/2023,16,11.8,0.04,0.4
15/08/2023,17,11.7,0.03,0.3
15/08/2023,17.5,,,
15/08/2023,18,11.6,0.03,0.3
15/08/2023,18.5,,,
15/08/2023,19,11.5,0.03,0.3
15/08/2023,19.5,,,
15/08/2023,20,11.4,0.01,0.1
22/08/2023,14,12.2,0.05,0.5
22/08/2023,15,12.1,0.04,0.4
22/08/2023,16,11.9,0.03,0.3
22/08/2023,17,11.7,0.03,0.2
22/08/2023,17.5,,,
22/08/2023,18,11.7,0.03,0.2
22/08/2023,18.5,,,
22/08/2023,19,11.6,0.02,0.2
22/08/2023,19.5,,,
22/08/2023,20,11.5,0.01,0.1
29/08/2023,14,12.5,0.07,0.7
29/08/2023,15,12.3,0.06,0.5
29/08/2023,16,12.3,0.05,0.5
29/08/2023,17,11.9,0.04,0.4
29/08/2023,17.5,,,
29/08/2023,18,11.8,0.04,0
29/08/2023,18.5,,,
29/08/2023,19,11.7,0.03,0.3
29/08/2023,19.5,,,
29/08/2023,20,11.6,0.03,0.2
06/09/2023,14,12.9,0.07,0.7
06/09/2023,15,12.6,0.06,0.5
06/09/2023,16,12.3,0.05,0.4
06/09/2023,17,12.2,0.04,0.3
06/09/2023,17.5,,,
06/09/2023,18,12.1,0.04,0.4
06/09/2023,18.5,,,
06/09/2023,19,12,0.03,0.3
06/09/2023,19.5,,,
06/09/2023,20,12,0.02,0.2
11/09/2023,14,13.6,0.1,0.9
11/09/2023,15,13.1,0.08,0.7
11/09/2023,16,12.7,0.06,0.6
11/09/2023,17,12.4,0.05,0.5
11/09/2023,17.5,,,
11/09/2023,18,12.2,0.04,0.4
11/09/2023,18.5,,,
11/09/2023,19,12.1,0.04,0.3
11/09/2023,19.5,,,
11/09/2023,20,12,0.03,0.3
19/09/2023,14,13.2,0.07,0.7
19/09/2023,15,12.9,0.06,0.6
19/09/2023,16,12.6,0.05,0.4
19/09/2023,17,12.4,0.04,0.4
19/09/2023,17.5,,,
19/09/2023,18,12.3,0.03,0.3
19/09/2023,18.5,,,
19/09/2023,19,12.1,0.03,0.2
19/09/2023,19.5,,,
19/09/2023,20,11.9,0.01,0.1
26/09/2023,14,16.3,8.86,88.6
26/09/2023,15,14.1,0.57,5.4
26/09/2023,16,12.9,0.07,0.7
26/09/2023,17,12.5,0.04,0.4
26/09/2023,17.5,,,
26/09/2023,18,12.3,0.04,0.3
26/09/2023,18.5,,,
26/09/2023,19,12.1,0.03,0.3
26/09/2023,19.5,,,
26/09/2023,20,12,0.02,0.2
03/10/2023,14,15.4,8.96,89.9
03/10/2023,15,15.4,8.92,89.4
03/10/2023,16,15.4,8.88,89
03/10/2023,17,12.7,0.17,1.6
03/10/2023,17.5,,,
03/10/2023,18,12.3,0.1,0.9
03/10/2023,18.5,,,
03/10/2023,19,12.1,0.08,0.7
03/10/2023,19.5,,,
03/10/2023,20,11.9,0.04,0.4
